,주소,위도,경도,전화번호,재학생 수,남학생 수,여학생 수,홈페이지,계열
충청남도 세종고등학교,경기도 여주시 청심로 221,37.2954934476973,127.646279063047,031-883-1120,513명,236명,277명,https://se-jong-h.goeyj.kr,일반계 
웅천고등학교,충청남도 보령시 웅천읍 방축길 87,36.2344679062422,126.604144680783,041-931-7463,181명,120명,61명,http://www.uc.cnehs.kr,일반계 
용남고등학교,충청남도 계룡시 신도안면 신도안1길 32,36.2942414323747,127.244373104333,042-717-2100,816명,391명,425명,http://yongnam.cnehs.kr,일반계 
주산중학교,충청남도 보령시 주산면 만세운동길 58,36.1986075848238,126.636360365567,041-928-8190,18명,8명,10명,http://jusanm.cnems.kr,일반계 
공주대학교사범대학부설고등학교,충청남도 공주시 봉황로 75,36.4527666531354,127.119790726428,041-851-4150,484명,320명,164명,http://woollim.cnehs.kr,일반계 
청신여자중학교,충청남도 청양군 청양읍 학사길 5-101,36.441707829261,126.800821590821,041-943-2647,47명,0명,47명,http://cycsg.cnems.kr,일반계 
청양중학교,충청남도 청양군 청양읍 칠갑산로 179,36.4523246567197,126.795559981282,041-944-1193,262명,150명,112명,http://cyj.cnems.kr,일반계 
병천중학교,충청남도 천안시 동남구 병천면 충절로 1872,36.7642187621138,127.313347846201,041-561-9676,106명,57명,49명,http://bcms.caems.kr,일반계 
대산중학교,충청남도 서산시 대산읍 충의로 1856,36.9332661890924,126.440402818615,041-669-1791,170명,96명,74명,http://taesan.cnems.kr,일반계 
병천고등학교,충청남도 천안시 동남구 병천면 충절로 1872,36.7642187621138,127.313347846201,041-561-9671,426명,132명,294명,http://www.bchs.caehs.kr,가사실업계  | 상업계  | 일반계 
백제중학교,충청남도 부여군 규암면 흥수로 759,36.2725132509403,126.865262941422,041-836-3201,248명,133명,115명,http://baekje.cnems.kr,일반계 
석문중학교,충청남도 당진시 석문면 대호로 1533-6,37.0118306975868,126.532781541444,041-353-0792,127명,57명,70명,http://www.sokmun.cnems.kr,일반계 
홍성중학교,충청남도 홍성군 홍성읍 충절로 994,36.5974589246331,126.674191223501,041-632-2624,329명,329명,0명,http://hongsung.cnems.kr,일반계 
온양용화고등학교,충청남도 아산시 용화고길 10,36.7737184867664,127.00281008925,041-537-8300,1109명,537명,572명,http://yonghwa.cnehs.kr,일반계 
합덕고등학교,충청남도 당진시 합덕읍 면천로 1583,36.8133974573314,126.760299447993,041-360-5873,94명,0명,94명,http://www.hapduk.cnehs.kr,일반계 
천안여자중학교,충청남도 천안시 동남구 원거리11길 31,36.8025496380117,127.158191715845,041-551-2008,648명,0명,648명,http://chonangirls.caems.kr,일반계 
천안서여자중학교,충청남도 천안시 동남구 천안여상로 44,36.8036119112703,127.136558909201,041-574-9331,423명,0명,423명,http://www.casg.caems.kr,일반계 
서산여자중학교,충청남도 서산시 정주골6길 11,36.7688176358136,126.466851188534,041-669-1977,911명,0명,911명,http://seosangs.cnems.kr,일반계 
강경중학교,충청남도 논산시 강경읍 계백로 28,36.1484243032527,127.008321070288,041-745-1602,114명,114명,0명,http://kanggyeong.cnems.kr,일반계 
천안여자상업고등학교,충청남도 천안시 동남구 천안여상로 44,36.8036119112703,127.136558909201,041-574-9312,811명,0명,811명,http://cays.caehs.kr,상업계 상업계 
팔봉중학교,충청남도 서산시 팔봉면 팔봉2로 133,36.7827875173924,126.361739469848,041-662-6006,159명,67명,92명,http://palbong-m.cnems.kr,일반계 
공주고등학교,충청남도 공주시 공주고담길 2,36.4480851363851,127.12294568194,041-855-1701,505명,505명,0명,http://www.kongjugo.cnehs.kr,일반계 
부석고등학교,충청남도 서산시 부석면 무학로 1180-9,36.7191692163203,126.401175680554,041-667-0124,350명,195명,155명,http://buseok.cnehs.kr,일반계 
공동체비전고등학교,충청남도 서천군 서천읍 서문로 327,36.1002239790213,126.71286795705,041-953-6292,118명,66명,52명,http://vision.cnehs.kr,일반계 
한마음고등학교,충청남도 천안시 동남구 동면 장송1길 47-24,36.7785781882254,127.37882566337,041-567-5525,21명,21명,0명,http://hanmaeum.caehs.kr,일반계 
송남중학교,충청남도 아산시 송악면 송악로714번길 37,36.7215417465613,127.004351475907,041-541-8022,157명,79명,78명,http://asansongnam.cnems.kr,일반계 
강경여자중학교,충청남도 논산시 강경읍 계백로 200,36.160542176836,127.021299705243,041-745-1943,105명,0명,105명,http://kangk-g.cnems.kr,일반계 
송악고등학교,충청남도 당진시 송악읍 송악로 165,36.9165824387309,126.704762234627,041-351-6231,452명,218명,234명,http://songak.cnehs.kr,일반계 
기민중학교,충청남도 논산시 관촉로 113-19,36.1963409937783,127.108541304725,041-733-2851,300명,300명,0명,http://kimin.cnems.kr/,일반계 
천안와촌초등학교,충청남도 천안시 서북구 와촌4길 16,36.8059668068008,127.144991169938,041-579-9084,241명,118명,123명,http://www.cwachon.caees.kr,일반계 
예산예화여자고등학교,충청남도 예산군 예산읍 예산로 117,36.6800546527487,126.839008226602,041-335-2495,342명,0명,342명,http://www.yehwa.cnehs.kr,가사계  | 상업계  | 일반계 
홍성여자고등학교,충청남도 홍성군 홍성읍 충서로 1575번길 10,36.6076987622263,126.668448199372,041-635-9500,436명,0명,436명,http://hongyoe.cnehs.kr,일반계 
서산고등학교,충청남도 서산시 해미면 서문3길 37,36.7155497318169,126.546041931639,041-689-0714,320명,190명,130명,http://seosan.cnehs.kr,상업계  | 일반계 
음봉중학교,충청남도 아산시 음봉면 음봉로 505,36.8422033277783,127.066817662987,041-541-4923,469명,247명,222명,http://eumbong.cnems.kr,일반계 
우성중학교,충청남도 공주시 우성면 구레말길 86,36.463274181319,127.054400371455,041-855-7025,84명,39명,45명,http://woosung.cnems.kr,일반계 
정산중학교,충청남도 청양군 정산면 역말길 42,36.412610922802,126.956168841007,041-942-0006,135명,77명,58명,http://jungsan.cnems.kr/main.do,일반계 
연무여자중학교,충청남도 논산시 연무읍 동안로887번길 5,36.1353646633004,127.104632779259,041-741-5674,157명,0명,157명,http://www.yunmu.cnems.kr,일반계 
천안동성중학교,충청남도 천안시 서북구 성환읍 성환1로 138,36.905316723771,127.130200261386,041-582-6183,307명,160명,147명,http://dong-seong.caems.kr,일반계 
금산고등학교,충청남도 금산군 금산읍 탑선길 5,36.1063031298017,127.49435806845,041-753-7152,299명,299명,0명,http://www.kumsan.cnehs.kr,일반계 
북일여자고등학교,충청남도 천안시 동남구 단대로 71,36.8319765856417,127.159163197167,041-520-8711,710명,0명,710명,http://www.bigs.hs.kr/,일반계 
논산대건중학교,충청남도 논산시 논산대로 119,36.1848039405417,127.078438303545,041-735-1966,298명,298명,0명,http://www.daegeon.cnems.kr,일반계 
미산중학교,충청남도 보령시 미산면 판미로 1462-7,36.2888170148496,126.6768664991,041-933-4022,27명,15명,12명,http://misan.cnems.kr,일반계 
충청남도 조치원중학교,세종특별자치시 조치원읍 대첩로 90,36.5957787829409,127.286354906342,044-863-0772,725명,466명,259명,http://jochiwon.sjedums.kr,일반계 
가야곡중학교,충청남도 논산시 가야곡면 덕은로 160,36.1440106665397,127.168399797845,041-741-1601,21명,13명,8명,http://gayagok.cnems.kr,일반계 
충청남도 덕산중학교,서울특별시 은평구 가좌로 400,37.6022573973254,126.904677132229,02-3146-7200,347명,137명,210명,http://duksan.sen.ms.kr,일반계 
충청남도 신양중학교,서울특별시 광진구 자양강변길 73,37.5336522682692,127.063425269386,02-461-1070,289명,130명,159명,http://shinyang.sen.ms.kr,일반계 
충청남도 판교중학교,경기도 성남시 분당구 판교원로 193,37.3872978735773,127.08785557416,031-8016-5002,524명,246명,278명,http://pangyo-m.goesn.kr,일반계 
신평고등학교,충청남도 당진시 신평면 서해로 7076,36.8830557351882,126.761520512308,041-430-3030,516명,261명,255명,http://sp.cnehs.kr,일반계 
충청남도 성남고등학교,서울특별시 동작구 대방동길 74,37.5052815748623,126.926615278225,02-815-3645,984명,984명,0명,http://www.sungnam.hs.kr,일반계 
호서중학교,충청남도 당진시 밤절로 2-31,36.8999870037081,126.637382568143,041-352-2521,519명,255명,264명,http://hoseo.cnems.kr,일반계 
충청남도 신평중학교,경기도 하남시 신장동로 57,37.5439795839267,127.21396387551,"031-796-2195,2182",730명,348명,382명,http://www.sinpyung.ms.kr,일반계 
유구중학교,충청남도 공주시 유구읍 중앙1길 49-10,36.5497408928537,126.948343511693,041-841-2901,117명,51명,66명,http://yugu.cnems.kr,일반계 
온양한올중학교,충청남도 아산시 청운로 158,36.7885510480332,127.010535692179,041-544-8166,746명,0명,746명,http://hanol.cnems.kr/main.do,일반계 
충남디자인예술고등학교,충청남도 서천군 한산면 한마로 114,36.089347876744,126.801706111312,041-951-0391,166명,40명,126명,http://diyego.cnehs.kr,상업계  | 예술계 
대천중학교,충청남도 보령시 보령남로 23,36.342392396716,126.600564304501,041-934-2602,577명,577명,0명,http://www.daechon.cnems.kr,일반계 
선도중학교,충청남도 아산시 선장면 서부남로 21,36.7887832271446,126.863935271288,041-542-0852,24명,9명,15명,http://www.sjsd.cnems.kr,일반계 
공주여자중학교,충청남도 공주시 용당길 54,36.4605019586152,127.11872672396,041-851-1001,493명,0명,493명,http://kjg.cnems.kr,일반계 
당진정보고등학교,충청남도 당진시 운학길 5,36.8920727472543,126.624686246003,041-351-9001,631명,377명,254명,http://www.dangjin-ih.cnehs.kr,상업계 
논산여자고등학교,충청남도 논산시 중앙로 325,36.1955934586002,127.092421960841,041-735-3922,324명,0명,324명,http://nsghs.cnehs.kr,일반계 
용남중학교,충청남도 계룡시 신도안면 신도안2길 66,36.3006443305304,127.244123872814,042-551-1501,683명,348명,335명,http://ynm.cnems.kr,일반계 
천안중학교,충청남도 천안시 동남구 충절로 90,36.8113382608385,127.156420959831,041-563-0242,640명,640명,0명,http://cheonan.caems.kr/,일반계 
천안두정고등학교,충청남도 천안시 서북구 두정고2길 13,36.8351530568608,127.130475513462,041-522-7371,1273명,606명,667명,http://dujeong.caehs.kr/,일반계 
근흥중학교,충청남도 태안군 근흥면 근흥로 690,36.7163446384384,126.228953248544,041-673-0062,27명,19명,8명,http://keunheung.cnems.kr,일반계 
복자여자고등학교,충청남도 천안시 동남구 복자1길 1,36.8155436316655,127.152339915515,041-551-6001,727명,0명,727명,http://www.bokja.caehs.kr,일반계 
천안가온중학교,충청남도 천안시 동남구 청수6로 83,36.7877653491017,127.155530870701,041-523-4965,946명,506명,440명,http://gaon.caems.kr,일반계 
광석중학교,충청남도 논산시 광석면 광석로 56-3,36.2385825756463,127.081318628211,041-732-9282,41명,23명,18명,http://gwangseok.cnems.kr,일반계 
강경고등학교,충청남도 논산시 강경읍 계백로 188,36.1596285030799,127.019887058752,041-745-1903,187명,106명,81명,http://www.ganggyeong.cnehs.kr/main.do,일반계 
한내여자중학교,충청남도 보령시 옥마로 200,36.3496647962165,126.623722494971,041-936-6992,439명,0명,439명,http://hannegirls.cnems.kr,일반계 
만리포중학교,충청남도 태안군 소원면 소근로 63-12,36.7655653246539,126.193931148034,041-672-6537,31명,18명,13명,http://manripo.cnems.kr,일반계 
천안불당고등학교,충청남도 천안시 서북구 불당29길 22,36.8094949354233,127.102974274804,041-622-9571,1120명,575명,545명,http://www.buldang.caehs.kr,일반계 
면천중학교,충청남도 당진시 면천면 면천서문1길 35,36.8191455786838,126.662993700252,041-356-3084,45명,20명,25명,http://www.mynchn.cnems.kr,일반계 
충청남도 한솔고등학교,경기도 성남시 분당구 내정로 70,37.366776155373,127.11568843387,031-714-4381,765명,428명,337명,http://www.hansol.hs.kr,일반계 
홍성서부중학교,충청남도 홍성군 서부면 서부로 411,36.5710010439055,126.508840045998,041-632-8770,36명,11명,25명,http://www.seobu.cnems.kr,일반계 
아산성심학교,충청남도 아산시 선장면 아산만로 368,36.7768903152851,126.863149426384,041-541-8790,189명,0명,0명,http://asansungsim.cnesc.kr,일반계 
설화중학교,충청남도 아산시 배방읍 연화로 56,36.7857903812958,127.096825304504,041-534-7487,1015명,510명,505명,http://seolhwa.cnems.kr/,일반계 
충남체육고등학교,충청남도 논산시 체육로 82,36.1925536669142,127.103888632528,041-735-9123,211명,144명,67명,http://cnche.cnehs.kr,체육계 
금산산업고등학교,충청남도 금산군 금산읍 진악로 1003,36.1044021881689,127.479393861439,041-753-5101,163명,80명,83명,http://kumsan-ih.cnehs.kr,공업계  | 농업계  | 상업계 
명천초등학교,충청남도 보령시 주공로 119,36.3387831560898,126.611295598737,041-931-7188,823명,402명,421명,http://mcc.cnees.kr,일반계 
천안고등학교,충청남도 천안시 동남구 봉명로 53,36.8094168711828,127.134341576767,041-412-5000,987명,987명,0명,http://cheonan.caehs.kr,일반계 
정산고등학교,충청남도 청양군 정산면 칠갑산로 1897,36.4138515712078,126.950206626647,041-942-0071,161명,84명,77명,http://www.jeongsan.cnehs.kr,일반계 일반계 
홍성고등학교,충청남도 홍성군 홍북읍 홍학로 49,36.6500246774633,126.672649053213,041-632-2610,732명,363명,369명,http://hongseong.cnehs.kr/,일반계 
임천중학교,충청남도 부여군 임천면 성흥로 210,36.1819639467516,126.897869312676,041-833-2085,32명,15명,17명,http://imcheon.cnems.kr,일반계 
충청남도 서천중학교,경기도 용인시 기흥구 서천동로 7,37.2400191101951,127.075894911909,031-273-6407,740명,371명,369명,http://seo-cheon.ms.kr,일반계 
계룡고등학교,충청남도 계룡시 두마면 서금암로 89,36.2681513926161,127.258139012507,042-840-5311,554명,268명,286명,http://grhs.cnehs.kr,일반계 
홍성여자중학교,충청남도 홍성군 홍성읍 도청대로 29-21,36.6072288905485,126.660124539158,041-632-2630,599명,0명,599명,http://honggs.cnems.kr,일반계 
천안월봉고등학교,충청남도 천안시 서북구 불당11로 51,36.8045618786887,127.111963622675,041-622-5195,1223명,507명,716명,http://cwb.caehs.kr,일반계 
한일고등학교,충청남도 공주시 정안면 어물길 81,36.6045463357214,127.12882174365,041-840-6000,387명,387명,0명,http://www.hanilgo.cnehs.kr,일반계 
충청남도 연동중학교,세종특별자치시 연동면 내판로 10-13,36.5541020306532,127.330246289414,044-864-7021,19명,7명,12명,http://yeondong.sjedums.kr,일반계 
금산여자고등학교,충청남도 금산군 금산읍 인삼로 21,36.1047578879778,127.48345531407,041-753-6201,295명,0명,295명,http://www.geumsan-g.cnehs.kr,상업계  | 일반계 
음암중학교,충청남도 서산시 음암면 칠거리로 147,36.7902869635764,126.518187438256,041-669-6044,130명,66명,64명,http://www.eumam.cnems.kr,일반계 
공주마이스터고등학교,충청남도 공주시 유구읍 중앙1길 27-12,36.5476537858073,126.948247174628,041-841-2701,200명,168명,32명,http://gong.cnehs.kr,공업계 
당진중학교,충청남도 당진시 운학길 41,36.8927080787845,126.621325611972,041-430-2000,1007명,521명,486명,http://dangjin.cnems.kr,일반계 
공주영명고등학교,충청남도 공주시 영명학당2길 33,36.451960197576,127.127872459007,041-854-3384,366명,310명,56명,http://ymhigh.cnehs.kr/main.do,일반계 
배방고등학교,충청남도 아산시 배방읍 배방산길359번길 61,36.7691472469075,127.066453703536,041-530-9500,1270명,616명,654명,http://www.baebang.cnehs.kr,일반계 
안면고등학교,충청남도 태안군 안면읍 조운막터길 73,36.5094276771161,126.35600961869,041-674-7843,141명,71명,70명,http://www.anmyeon.cnehs.kr,일반계 
한국식품마이스터고등학교,충청남도 부여군 홍산면 홍산로 112-23,36.2160372704266,126.766366293431,041-836-1052,149명,67명,82명,http://www.kfm.cnehs.kr,공업계  | 농업계 
임성중학교,충청남도 예산군 오가면 윤봉길로 1983-32,36.6900060007444,126.786012752284,041-335-6921,44명,26명,18명,http://imsung.cnems.kr,일반계 
서산여자고등학교,충청남도 서산시 정주골6길 27,36.7703252814525,126.467657172126,041-660-0490,735명,0명,735명,http://seosangs.cnehs.kr,상업계  | 일반계 
충청남도 송산중학교,경기도 화성시 송산면 송산포도로 162,37.2161942734547,126.730858962553,031-357-1020,284명,195명,89명,http://www.isongsan.ms.kr,일반계 
논산여자중학교,충청남도 논산시 중앙로 347,36.1959025702341,127.092423658344,041-735-2751,563명,0명,563명,http://nsg.cnems.kr/,일반계 
충청남도 신암중학교,서울특별시 강동구 고덕로 65,37.5563616900258,127.133604335628,02-441-6751,540명,298명,242명,http://sinam.sen.ms.kr,일반계 
대천여자고등학교,충청남도 보령시 중앙로 264,36.3597500081883,126.584939557534,041-934-2416,479명,0명,479명,http://www.dcgirls.cnehs.kr,일반계 
대천여자중학교,충청남도 보령시 옥갓티1길 31,36.3546506951273,126.592762733612,041-934-6177-8,484명,0명,484명,http://taechongm.cnems.kr,일반계 
충청남도 남성중학교,서울특별시 동작구 남부순환로269길 166,37.4790082237647,126.97241407945,02-520-7500,304명,161명,143명,http://namsung.sen.ms.kr,일반계 
세도중학교,충청남도 부여군 세도면 부흥로 564-4,36.1672756730413,126.943911108858,041-833-0085,17명,9명,8명,http://sedo.cnems.kr/,일반계 
천안청수고등학교,충청남도 천안시 동남구 청수로 82-46,36.7914138152071,127.159180421953,041-590-7100,1187명,549명,638명,http://www.ccs.caehs.kr,일반계 
드림학교,충청남도 천안시 동남구 충절로 535-31,36.7772138178129,127.181382399891,041-563-1934,22명,14명,8명,http://drim.caesc.kr,대안 
천안부성중학교,충청남도 천안시 서북구 공대길 45-9,36.8473110722892,127.150508185115,041-523-7096,541명,305명,236명,http://www.cabuseong.caems.kr,일반계 
홍산중학교,충청남도 부여군 홍산면 홍산로 112-25,36.2151090854227,126.766622838589,041-836-1901,69명,31명,38명,http://hongsan.cnems.kr/,일반계 
복자여자중학교,충청남도 천안시 동남구 복자1길 1,36.8155436316655,127.152339915515,041-551-6003,501명,0명,501명,http://www.bokja.caems.kr,일반계 
보령정심학교,충청남도 보령시 주교면 보령북로 404,36.3785069318896,126.586979294935,041-931-1715,69명,0명,0명,http://jeongsim.cnesc.kr/,일반계 
아산고등학교,충청남도 아산시 번영로115번길 21,36.7890605552294,127.004603450939,041-542-3171,959명,959명,0명,http://www.asan.cnehs.kr,일반계 
충청남도 화성중학교,경기도 화성시 향남읍 장짐길 4,37.139029262941,126.906490376147,031-352-7816,501명,266명,235명,http://www.hwasung.ms.kr,일반계 
합덕중학교,충청남도 당진시 합덕읍 면천로 1601,36.8133825004723,126.762410692777,041-362-2791,88명,88명,0명,http://www.hapduk.cnems.kr/main.do,일반계 
서령중학교,충청남도 서산시 서령로 117,36.7924755108897,126.458276815324,041-664-5101,475명,475명,0명,http://seoryeong.cnems.kr,일반계 
호서고등학교,충청남도 당진시 밤절로 2-13,36.8997249483747,126.639122974136,041-354-2501,849명,402명,447명,http://hoseo.cnehs.kr,일반계 
홍성공업고등학교,충청남도 홍성군 결성면 구성남로 55,36.5292356675241,126.547872062589,041-642-8218,163명,163명,0명,http://www.hstec.cnehs.kr/,공업계 
홍동중학교,충청남도 홍성군 홍동면 광금남로 735,36.5618851036506,126.691684242522,041-631-8072,122명,59명,63명,http://hongdong.cnems.kr,일반계 
고대중학교,충청남도 당진시 고대면 고대로 215,36.9367737135023,126.591653212065,041-353-8640,59명,33명,26명,http://kodae.cnems.kr,일반계 
태안중학교,충청남도 태안군 태안읍 중앙로 115,36.7533981171664,126.301169495182,041-674-5322,428명,428명,0명,http://www.taean.cnems.kr,일반계 
천안쌍용고등학교,충청남도 천안시 서북구 월봉7길 10,36.788756490539,127.114008014333,041-592-5315,1260명,638명,622명,http://sy.caehs.kr,일반계 
복수중학교,충청남도 금산군 복수면 복수로 333,36.181273205546,127.387562176403,041-753-7063,34명,16명,18명,http://www.boksu.cnems.kr,일반계 
목천고등학교,충청남도 천안시 동남구 목천읍 삼방로 145,36.7828352755049,127.23188960691,041-559-1657,277명,168명,109명,http://mokchon-h.caehs.kr,일반계 
금마중학교,충청남도 홍성군 금마면 철마산길 182,36.6207438901706,126.723239869677,041-633-7530,54명,27명,27명,http://www.geumma.cnems.kr,일반계 
충남예술고등학교,충청남도 천안시 서북구 성거읍 천흥2길 42,36.8684745626633,127.205082373964,041-555-8001,425명,70명,355명,http://cna.caehs.kr,예술계 
원이중학교,충청남도 태안군 원북면 마산길 180,36.8298585206876,126.266474603504,041-672-5039,140명,69명,71명,http://woni.cnems.kr,일반계 
탕정중학교,충청남도 아산시 탕정면 탕정면로 53-40,36.8026934202926,127.06396377153,041-541-4763,1147명,591명,556명,http://tjj.cnems.kr,일반계 
은산중학교,충청남도 부여군 은산면 충의로 729,36.3138957404751,126.853530848305,041-832-1066,50명,28명,22명,http://eunsan.cnems.kr,일반계 
태안여자고등학교,충청남도 태안군 태안읍 원이로 7-1,36.7592674991935,126.289254236497,041-670-7700,483명,0명,483명,http://tg.cnehs.kr,상업계  | 일반계 
공주북중학교,충청남도 공주시 제민천1길 113,36.4558870977629,127.12141407531,041-854-3962,233명,0명,233명,http://www.kongju-bj.cnems.kr,일반계 
충청남도 금호중학교,세종특별자치시 대평로 27,36.4704597306078,127.280166770201,044-850-0400,501명,263명,238명,http://geumho.sjedums.kr,일반계 
예산전자공업고등학교,충청남도 예산군 예산읍 벚꽃로351번길 21,36.7137040600072,126.837385740277,041-404-0061,244명,234명,10명,http://yes.cnehs.kr,공업계 
노성중학교,충청남도 논산시 노성면 노성로 602-5,36.2774839146475,127.133808227101,041-736-5004,81명,45명,36명,http://nosung.cnems.kr,일반계 
태안여자중학교,충청남도 태안군 태안읍 다락미4길 27,36.7518562110602,126.306369255441,041-673-2377,398명,0명,398명,http://www.taeang.cnems.kr,일반계 
충남과학고등학교,충청남도 공주시 반포면 금벽로 1351-15,36.4273797056528,127.218710162436,041-852-1428,196명,146명,50명,http://cnsh.cnehs.kr/,과학계 
청양고등학교,충청남도 청양군 청양읍 문화예술로 149,36.4535860421092,126.79795725883,041-456-7892,420명,217명,203명,http://chy.cnehs.kr/,공업계  | 농업계  | 상업계  | 일반계 
천북중학교,충청남도 보령시 천북면 천광로 107,36.4834392723363,126.533543670251,041-641-9011,32명,19명,13명,http://cheonbuk.cnems.kr,일반계 
충청남도 용강중학교,서울특별시 용산구 이촌로65가길 91,37.5215769321647,126.975485292591,02-795-6176,862명,447명,415명,http://yonggang.sen.ms.kr,일반계 
충청남도 안남중학교,경상남도 창원시 성산구 창이대로899번길 13,35.2055246603195,128.708011882372,055-275-4462,633명,328명,305명,http://annam-m.gne.go.kr,일반계 
충청남도 남일중학교,부산광역시 동래구 온천천로531번길 49,35.1931219291338,129.111626435866,051-790-6300,633명,316명,317명,http://www.namil.ms.kr,일반계 
